Genus	CF1	CF10	CF11	CF12	CF13	CF14	CF15	CF16	CF17	CF18	CF19	CF2	CF20	CF21	CF22	CF23	CF24	CF25	CF26	CF27	CF28	CF29	CF3	CF30	CF31	CF32	CF33	CF34	CF35	CF36	CF37	CF38	CF39	CF4	CF40	CF41	CF42	CF43	CF44	CF45	CF46	CF47	CF48	CF5	CF6	CF7	CF8	CF9	CL1n	CL2n	CL3n
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	0	0	0	0	1	0	4	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	150	1	0	0	0	0	1	0	0	0
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	849	0	0
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;?	0	0	0	0	34	1	74	51	59	35	34	0	1	10	3	17	162	188	16	2	8	13	0	3	11	3	190	27	22	93	0	113	144	5	20	0	3	0	0	0	0	1	0	9	2	1	1	0	0	1	1
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	29	5	0	0	43	0	0	0	1	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;?;?	0	0	0	0	8	24	198	38	39	0	2	0	7	1	4	5	20	15	59	1	3	8	0	4	25	9	0	4	2	1	7	33	3	0	17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;uncultured Firmicutes bacterium;?	0	0	0	0	0	2	2	0	6	0	0	0	0	1	1	1	6	0	1	0	0	0	0	4	1	37	0	4	0	11	1	1	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mollicutes RF39;uncultured rumen bacterium;?	0	0	0	0	1	6	107	2	9	2	5	1	0	3	4	0	25	1	12	0	1	0	0	0	0	183	0	18	31	0	0	9	10	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	455	0	0	0	1	1	1	0	0	0
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Ureaplasma	3	0	0	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0
